CSNM|CTNM|TRADE_ID|BRCA|PARENTBRCA|BRCA_CO|DTYP|LNRF|CIDT|CIDN|CUIN|CITY|CUSTSIZE|LANO|AL_TP|LOANTYPE|LOANBUSTYPE|USE_LOAN|LOAN_PRD|USE_OPRLOAN|LINE_CODE|FACT|FCCY|FAMT|REAL_INTRATE_CODE|DEALDATE|MATDATE|ACT_END_LOAN|LOAN_EXT|STDT_LOANEXT|ENDT_LOANEXT|CCY|NOTESELL_AM|NOTESELL_BL|RFTP|TM_INSRATE|LVL_INSRATE|REPR_LOAN_INSRATE|DATE_INS_REPR|LOAN_GAR_MTD|OVDUE_LOAN|OVDUE_LOAN_PRD|LOAN_RISK|LOANGRADE|LOAN_STAT|BEG_LOAN_QUL|RESTR_DATE|RESTR_LOAN|TP_RESTR_LOAN|GOV_PLTF_LOAN|PAY_TERM|NX_PAY|CUR_INS_RECV|BASIC_RATE|REAL_INTRATE|REV_CDT_COM|REFN|OVDUE_DAY|BLING_DATE|AC_REPAY_PRIN|AC_REPAY_INS|LOAN_PAT|OVE_DEFP_INS|OVE_DEFI_INS|ORLOAN_ID|GENERAL_PRO|SPECIAL_PRO|SPECIFIC_PRO|ISSUE_PRICE|DRAWDOWN_ACCOUNT|OVE_DEFP|OVE_DEFI|LOANPURPOSE|BILN|CREDIT_LINE|UNEARN_INS|UNEARN_FEE|LOAN_NO|START_DATE|EXPIRY_DATE|AVAILALBE|RECOURSE_FLG|CONSIGNOR|BANK_PAY_FLG|SYS_DATE|
1000930|上海宏汇置业有限公司|LD1428200162||0606|0606|02402|277382SH-银贷-1|U|91310000792773828G|K7010|310104|CS01|1000930.0004310.01.01|AL01|21056|FA02|K7010|CT02||1000930.0004310.01|0004310|CNY|30000000.000000|1.070000|20160429|20210429|||20160429|20210429|CNY|29822849.450000|28187849.450000|RF02|RT01|5.0825|RR01|20180729|B|0||FQ01||FS01|||0|||1|20180730|266631.600000|4.75|5.0825||2|0|20210429|1060600100000019|1060600100000019|FB01||||281878.494500|0|0.00|30000000.000000|CNY1499200010606|||00321||1000930.0004300.01|0.000000|0.00|CNCN6L-00083-906|20160428|20210428|1|||2|20180702|
1001372|上海奥尚物业有限公司|LD1613104104||0606|0606|02402|汇丰-奥尚境内贷款协议|U|91310000MA1FL0AU6X|K7090|310000|CS02|1001372.0004310.02.01|AL01|21056|FA02|K7090|CT02||1001372.0004310.02|0004310|CNY|8650000.000000|1.100000|20160510|20201216|||20160510|20201216|CNY|2965714.290000|2965714.290000|RF02|RT01|5.225|RR02|20180920|B|0||FQ01||FS01|||0|||1|20180920|5595.730000|4.75|5.225||2|0|20201216|1060600100000019|1060600100000019|FB01||||29657.142900|0|0.00|8650000.000000|1060600100000019|||00321||1001372.0004300.02|0.000000|0.00||20151221|20201221|1|||2|20180702|
1002124|大连博原有限公司|LD1617214753||0606|0606|02402|SH:3636845.8|G|66112131X|K7090|210200|CS03|1002124.0004310.01.01|AL01|21056|FA02|K7090|CT02||1002124.0004310.01|0004310|CNY|52000000.000000|1.080000|20160620|20190517|||20160620|20190517|CNY|33568317.390000|32561267.880000|RF02|RT01|5.13|RR02|20180820|B|0||FQ01||FS01|||0|||1|20180821|199519.170000|4.75|5.13||2|0|20190517|1060600100000019|1060600100000019|FB01||||325612.678800|0|0.00|52000000.000000|1060600100000019|||00321||1002124.0004300.01|0.000000|0.00||20160517|20190517|1|||2|20180702|
1001031|TCL家庭电器（南海）有限公司|LD1617265707||0606|0606|02201|490836TC-2|Q|J5880002419805|G5920|440605|CS03|1001031.0003300.02.01|AL01|21054|FA01|G5920|CT02||1001031.0003300.02|0003300|CNY|49290000.000000|1.200000|20160620|20200213|||20160620|20200213|CNY|1095384.310000|1095384.310000|RF02|RT01|5.7|RR02|20180921|B01|0||FQ01||FS01|||0|||1|20180921|2081.230000|4.75|5.7||2|0|20200213|1060602000001185|1060602000001185|FB01||||10953.843100|0|0.00|49290000.000000|1060602000001185|||00314||1001031.0003300.02|0.000000|0.00||20150213|20200213|1|||2|20180702|
1002139|神隆医药（常熟）有限公司|LD1617344498||0606|0606|02401|人民币叁亿元定期贷款合同|T|320581400009650|C2710|320581|CS03|1002139.0004310.01.01|AL01|21056|FA02|C2710|CT02||1002139.0004310.01|0004310|CNY|35000000.000000||20160621|20190614|||20160621|20190614|CNY|3077854.000000|2646421.000000|RF01|RT01|4.845|RR04|20190614|C|0||FQ01||FS01|||0|||1|20180914|6767.120000||4.845||2|0|20190614|1060600100000019|1060600100000019|FB01||||26464.210000|0|0.00|35000000.000000|1060600100000019|||00201||1002139.0004300.01|0.000000|0.00||20160614|20190614|1|||2|20180702|
1001940|上海和靖企业管理咨询有限公司|LD1618656015||0608|0608|02199|青2016固贷字第00005号|U|91310000782423787D|L7229|310114|CS04|1001940.0003300.01.01|AL01|21053|FA01|K7020|CT02||1001940.0003300.01|0003300|CNY|7500000.000000|1.200000|20160704|20190701|||20160704|20190701|CNY|6900000.000000|5500000.000000|RF02|RT01|5.70|RR01|20180721|E0301|0||FQ01||FS01|||0|||1|20180721|10450.000000|4.75|5.70|1|2|0|20190701|1060802000003829|1060802000003829|FB01||||55000.000000|0|0.00|7500000.000000|CNY1421800010608|||00901||1001940.0003300.01|0.000000|0.00||20160701|20190701|1|||2|20180702|
1002124|大连博原有限公司|LD1620200837||0606|0606|02402|SH:3636845.8|G|66112131X|K7090|210200|CS03|1002124.0004310.01.01|AL01|21056|FA02|K7090|CT02||1002124.0004310.01|0004310|CNY|52000000.000000|1.080000|20160720|20190517|||20160720|20190517|CNY|15466057.840000|1209663.800000|RF02|RT01|5.13|RR02|20180820|B|0||FQ01||FS01|||0|||1|20180821|7412.210000|4.75|5.13||2|0|20190517|1060600100000019|1060600100000019|FB01||||12096.638000|0|0.00|52000000.000000|1060600100000019|||00321||1002124.0004300.01|0.000000|0.00||20160517|20190517|1|||2|20180702|
1002139|神隆医药（常熟）有限公司|LD1620472992||0606|0606|02401|人民币叁亿元定期贷款合同|T|320581400009650|C2710|320581|CS03|1002139.0004310.01.01|AL01|21056|FA02|C2710|CT02||1002139.0004310.01|0004310|CNY|35000000.000000||20160722|20190614|||20160722|20190614|CNY|14028000.000000|14028000.000000|RF01|RT01|4.845|RR04|20190614|C|0||FQ01||FS01|||0|||1|20180914|35870.770000||4.845||2|0|20190614|CNY1421800010606|1060600100000019|FB01||||140280.000000|0|0.00|35000000.000000|1060600100000019|||00201||1002139.0004300.01|0.000000|0.00||20160614|20190614|1|||2|20180702|
1002482|招银金融租赁有限公司|LD1622590340||0606|0606|04001|美元叁亿元(USD300,000,000)定期授信贷款协议|T|310000000094056|J6631|310115|CS01|1002482.0004800.01.01|AL01|21073||J6631|CT02||1002482.0004800.01|0004800|USD|11000000.000000|4.496465|20160812|20190607|||20160812|20190607|USD|5500000.000000|4400000.000000|RF02|RT01|3.67631|RR02|20180910|D|0||FQ01||FS01|||0|||1|20180910|11229.190000|0.8176|3.67631||2|0|20190607|USD1421800010606|1060600200000188|FB01||||44000.000000|0|0.00|11000000.000000|USD1421800010606|||00201||1002482.0004800.01|0.000000|0.00||20160719|20190608|1|||2|20180702|
1001372|上海奥尚物业有限公司|LD1623846074||0606|0606|02402|汇丰-奥尚境内贷款协议|U|91310000MA1FL0AU6X|K7090|310000|CS02|1001372.0004310.02.01|AL01|21056|FA02|K7090|CT02||1001372.0004310.02|0004310|CNY|8650000.000000|1.100000|20160825|20201216|||20160825|20201216|CNY|615385.710000|615385.710000|RF02|RT01|5.225|RR02|20180920|B|0||FQ01||FS01|||0|||1|20180920|1161.110000|4.75|5.225||2|0|20201216|1060600100000019|1060600100000019|FB01||||6153.857100|0|0.00|8650000.000000|1060600100000019|||00321||1001372.0004300.02|0.000000|0.00||20151221|20201221|1|||2|20180702|
1001379|天津嘉智仓储有限公司|LD1625258906||0606|0606|02103|贷款协议20160729天津嘉智仓储有限公司|U|9112022205205326X7|G5920|120114|CS02|1001379.0003300.01.01|AL01|21053|FA01|G5920|CT02||1001379.0003300.01|0003300|CNY|3000000.000000|1.150000|20160908|20210907|||20160908|20210907|CNY|728738.570000|717807.500000|RF02|RT01|5.4625|RR02|20180915|E0401|0||FQ01||FS01|||0|||2|20180915|1960.510000|4.75|5.4625|1|2|0|20210907|1060602000004157|1060602000004157|FB01||||7178.075000|0|0.00|3000000.000000|1060602000004141|||00321||1001379.0003300.01|0.000000|0.00||20160729|20210907|1|||2|20180702|
1002146|海通恒信国际租赁股份有限公司|LD1625377863||0606|0606|02401|人民币银团贷款协议|U|91310000764705772U|J6631|310101|CS01|1002146.0004310.01.01|AL01|21056|FA02|J6631|CT02||1002146.0004310.01|0004310|CNY|40000000.000000|0.930000|20160909|20190815|||20160909|20190815|CNY|109890.110000|76923.080000|RF02|RT01|4.4175|RR01|20180721|A99|0||FQ01|FQ01|FS01|||0|||1|20180921|113.270000|4.75|4.4175||2|0|20190815|CNY1421800010606|CNY1421800010606|FB01||||769.230800|0|0.00|40000000.000000|1060600100000019|||00201||1002146.0004300.01|0.000000|0.00||20160815|20190815|1|||2|20180702|
1002482|招银金融租赁有限公司|LD1625381362||0688|0610|04001|美元叁亿元(USD300,000,000)定期授信贷款协议|T|310000000094056|J6631|310115|CS01|1002482.0004800.01.01|AL01|21073||J6631|CT02||1002482.0004800.01|0004800|USD|11000000.000000|4.410372|20160909|20190607|||20160909|20190607|USD|1650000.000000|1320000.000000|RF02|RT01|3.67631|RR02|20180910|D|0||FQ01||FS01|||0|||1|20180910|3368.760000|0.83356|3.67631||2|0|20190607|USD1421800010610|1060600200000188|FB01||||13200.000000|0|0.00|11000000.000000|USD1421800010606|||00201||1002482.0004800.01|0.000000|0.00||20160719|20190608|1|||2|20180702|
1001063|山东力诺特种玻璃股份有限公司|LD1625690004||0606|0606|02102|2014固贷字第00004号|U|9137012673578730XH|C3099|370100|CS02|1001063.0003149.01.01|AL01|21053|FA01|C3099|CT02||1001063.0003149.01|0003149|USD|6779843.870000|7.772757|20160912|20190121|||20160912|20190121|USD|248600.000000|99440.000000|RF02|RT01|6.5714|RR02|20180912|E03|0||FQ01||FS01|||0|||1|20180721|217.820000|0.84544|6.5714|1|2|0|20190121|1060603000001106|1060603000001106|FB01||||994.400000|0|0.00|6779843.870000|1060603000001106|||00302||1001063.0003100.01|0.000000|0.00||20140211|20190121|1|||2|20180702|
1001031|TCL家庭电器（南海）有限公司|LD1626528001||0606|0606|02201|490836TC-2|Q|J5880002419805|G5920|440605|CS03|1001031.0003300.02.01|AL01|21054|FA01|G5920|CT02||1001031.0003300.02|0003300|CNY|49290000.000000|1.200000|20160921|20200213|||20160921|20200213|CNY|1111513.840000|1111513.840000|RF02|RT01|5.7|RR02|20180921|B01|0||FQ01||FS01|||0|||1|20180921|2111.880000|4.75|5.7||2|0|20200213|1060602000001185|1060602000001185|FB01||||11115.138400|0|0.00|49290000.000000|1060602000001185|||00314||1001031.0003300.02|0.000000|0.00||20150213|20200213|1|||2|20180702|
1001302|国银金融租赁股份有限公司|LD1628536790||0606|0606|04001|LN201608230001|U|91440300619290064R|J6631|440300|CS01|1001302.0004800.01.01|AL01|21073||J6631|CT02||1001302.0004800.01|0004800|USD|12000000.000000|3.980663|20161011|20191011|||20161011|20191011|USD|8000000.000000|8000000.000000|RF02|RT01|3.4873|RR01|20180711|D|0||FQ01||FS01|||0|||1|20191011|64321.310000|0.87606|3.4873||2|0|20191011|USD1421800010606|USD1421800010606|FB01||||80000.000000|0|0.00|12000000.000000|USD1421800010606|||00201||1001302.0004800.01|0.000000|0.00||20161011|20191011|1|||2|20180702|
1002482|招银金融租赁有限公司|LD1629250224||0606|0606|04001|美元叁亿元(USD300,000,000)定期授信贷款协议|T|310000000094056|J6631|310115|CS01|1002482.0004800.01.01|AL01|21073||J6631|CT02||1002482.0004800.01|0004800|USD|11000000.000000|4.169712|20161018|20190607|||20161018|20190607|USD|2310000.000000|1848000.000000|RF02|RT01|3.67631|RR02|20180910|D|0||FQ01||FS01|||0|||1|20180910|4716.250000|0.88167|3.67631||2|0|20190607|USD1421800010606|USD1421800010606|FB01||||18480.000000|0|0.00|11000000.000000|USD1421800010606|||00201||1002482.0004800.01|0.000000|0.00||20160719|20190608|1|||2|20180702|
